no,name,team,score,numOfGame,ScorePergame
1,염기훈,수원,25,35,0.71
2,로페즈,제주,22,33,0.67
2,김신욱,울산,22,38,0.58
4,이동국,전북,18,33,0.55
4,황의조,성남,18,34,0.53
6,아드리아노,서울,17,30,0.57
7,오르샤,전남,16,33,0.48
8,이종호,전남,15,31,0.48
8,김두현,성남,15,35,0.43
8,몰리나,서울,15,35,0.43
