no,name,team,score,numOfGame,ScorePergame
1,김도훈,성남,41,40,1.02
2,마그노,전북,35,44,0.8
3,에드밀손,전북,31,39,0.79
4,도도,울산,30,44,0.68
5,이따마르,전남,28,34,0.82
6,우성용,포항,23,40,0.57
7,뚜따,수원,20,31,0.65
7,신병호,전남,20,42,0.48
9,데니스,성남,19,38,0.5
10,이동국,광주상,17,27,0.63
