no,name,team,score,numOfGame,ScorePergame
1,함현기,현대,15,23,0.65
2,이기근,포철,13,23,0.57
3,황보관,유공,12,23,0.52
4,신동철,유공,11,23,0.48
5,이태호,대우,8,12,0.67
5,이학종,현대,8,17,0.47
5,강득수,럭금,8,23,0.35
8,강재순,현대,7,22,0.32
9,최태진,대우,6,22,0.27
10,김용세,유공,5,11,0.45
10,변병주,대우,5,11,0.45
10,김종부,포철,5,15,0.33
10,조긍연,포철,5,15,0.33
10,윤상철,럭금,5,18,0.28
10,임고석,현대,5,19,0.26
