no,name,team,score,numOfGame,ScorePergame
1,유상철,울산,17,20,0.85
2,정정수,울산,13,19,0.68
3,박태하,포항,12,20,0.6
4,고정운,포항,11,16,0.69
4,박성배,전북,11,17,0.65
4,백승철,포항,11,20,0.55
7,뚜레,부산,10,16,0.63
7,노상래,전남,10,18,0.56
9,데니스,수원,9,10,0.9
9,이동국,포항,9,15,0.6
9,샤샤2,수원,9,18,0.5
