no,name,team,score,numOfGame,ScorePergame
1,라데,포항,25,32,0.78
2,세르게이,부천유공,21,28,0.75
3,신태용,천안,19,24,0.79
4,노상래,전남,18,28,0.64
5,박건하,수원,17,28,0.61
6,김현석2,울산,16,27,0.59
6,조셉,부천유공,16,28,0.57
8,이기근,수원,15,26,0.58
8,윤상철,안양LG,15,30,0.5
10,황선홍,포항,13,13,1
10,하석주,부산,13,22,0.59
10,정재권,부산,13,27,0.48
10,김용갑,전북,13,29,0.45
10,박남열,천안,13,29,0.45
