no,name,team,score,numOfGame,ScorePergame
1,최상국,포철,23,30,0.77
2,이흥실,포철,18,29,0.62
2,노수진,유공,18,30,0.6
4,김주성,대우,14,28,0.5
5,김홍운1,포철,12,26,0.46
6,정해원,대우,10,28,0.36
7,최강희,현대,9,25,0.36
7,이상철1,현대,9,28,0.32
7,변병주,대우,9,30,0.3
