no,name,team,score,numOfGame,ScorePergame
1,산토스,수원,21,35,0.6
2,이동국,전북,19,31,0.61
3,김승대,포항,18,30,0.6
4,스테보,전남,17,35,0.49
5,레오나르도,전북,16,35,0.46
6,이승기,전북,15,26,0.58
7,이명주,포항,14,11,1.27
7,한교원,전북,14,32,0.44
9,이보,인천,13,33,0.39
9,파그너,부산,13,34,0.38
9,임상협,부산,13,35,0.37
