no,name,team,score,numOfGame,ScorePergame
1,산드로C,수원,16,22,0.73
2,우성용,부산,14,22,0.64
3,파울링뇨,울산,13,22,0.59
3,샤샤2,성남,13,25,0.52
3,서정원,수원,13,25,0.52
6,김도훈,전북,12,26,0.46
6,신태용,성남,12,27,0.44
8,박정환,안양LG,11,16,0.69
8,김현석2,울산,11,25,0.44
