no,name,team,score,numOfGame,ScorePergame
1,노수진,유공,23,30,0.77
1,윤상철,럭금,23,38,0.61
3,조긍연,포철,21,39,0.54
4,이흥실,포철,15,39,0.38
5,백종철,일화,12,22,0.55
5,고정운,일화,12,31,0.39
5,강재순,현대,12,40,0.3
8,강득수,럭금,11,20,0.55
8,이태호,대우,11,25,0.44
8,조윤환,유공,11,30,0.37
