no,name,team,score,numOfGame,ScorePergame
1,김현석2,현대,16,29,0.55
2,신홍기,현대,12,30,0.4
2,임근재,LG,12,30,0.4
4,신태용,일화,11,18,0.61
4,박창현,포철,11,21,0.52
6,이상윤,일화,10,28,0.36
7,신동철,유공,9,25,0.36
8,이원철,포철,8,19,0.42
8,황보관,유공,8,27,0.3
