no,name,team,score,numOfGame,ScorePergame
1,윤상철,럭금,14,30,0.47
2,이흥실,포철,12,19,0.63
3,최진한,럭금,11,27,0.41
3,최대식,럭금,11,29,0.38
5,송주석,현대,10,29,0.34
6,이태호,대우,9,19,0.47
7,김용세,일화,8,24,0.33
7,김현석2,현대,8,28,0.29
9,하재훈,유공,7,18,0.39
9,고정운,일화,7,21,0.33
9,정동복,현대,7,22,0.32
9,하석주,대우,7,24,0.29
