no,name,team,score,numOfGame,ScorePergame
1,모따,전남,15,22,0.68
1,노나또,대구,15,23,0.65
3,나드손,수원,14,26,0.54
4,따바레즈,포항,10,23,0.43
4,김은중,서울,10,24,0.42
4,우성용,포항,10,26,0.38
7,이따마르,전남,8,22,0.36
7,이리네,부천SK,8,22,0.36
7,최태욱,인천,8,23,0.35
