no,name,team,score,numOfGame,ScorePergame
1,박윤기,유공,11,14,0.79
2,박창선,할렐,9,15,0.6
2,이춘석,대우,9,16,0.56
4,김희철,포철,8,13,0.62
4,이길용1,포철,8,13,0.62
4,오석재,할렐,8,16,0.5
7,이장수,유공,7,10,0.7
7,박상인1,할렐,7,16,0.44
9,이태호,대우,6,8,0.75
9,김용세,유공,6,16,0.38
