no,name,team,score,numOfGame,ScorePergame
1,이동국,전북,31,29,1.07
1,데얀,서울,31,30,1.03
3,염기훈,수원,23,29,0.79
4,몰리나,서울,22,29,0.76
5,모따,포항,21,28,0.75
6,산토스,제주,18,29,0.62
7,김정우,성남,16,23,0.7
7,에닝요,전북,16,26,0.62
7,한상운,부산,16,28,0.57
