no,name,team,shoot,numOfGame,ShootPerGame
1,최진한,럭금,49,23,2.13
2,신동철,유공,48,23,2.09
3,함현기,현대,45,23,1.96
4,강재순,현대,44,22,2
5,이기근,포철,43,23,1.87
6,강득수,럭금,42,23,1.83
7,황보관,유공,41,23,1.78
8,조긍연,포철,35,15,2.33
9,최태진,대우,33,22,1.5
