no,name,team,shoot,numOfGame,ShootPerGame
1,라돈치치,인천,91,26,3.5
2,데얀,서울,88,29,3.03
3,인디오,경남,80,21,3.81
4,에두,수원,78,27,2.89
5,에닝요,대구,77,19,4.05
6,이근호,대구,76,26,2.92
7,두두,성남,71,27,2.63
8,모따,성남,59,22,2.68
9,안정환,부산,54,19,2.84
