no,name,team,shoot,numOfGame,ShootPerGame
1,데얀,서울,160,42,3.81
2,케빈,대전,151,37,4.08
3,몰리나,서울,121,41,2.95
4,주앙파울로,광주,113,40,2.83
5,이동국,전북,108,40,2.7
6,웨슬리,강원,103,36,2.86
7,산토스,제주,98,35,2.8
8,자일,제주,93,44,2.11
9,에벨톤,성남,90,36,2.5
