no,name,team,shoot,numOfGame,ShootPerGame
1,케빈,인천,106,28,3.79
2,데얀,서울,104,31,3.35
3,코바,울산,101,31,3.26
4,마르셀로,제주,85,31,2.74
5,레오나르도,전북,80,30,2.67
6,황의조,성남,78,32,2.44
7,산토스,수원,75,30,2.5
8,정조국,광주,74,26,2.85
9,이동국,전북,72,22,3.27
