no,name,team,shoot,numOfGame,ShootPerGame
1,황의조,성남,108,34,3.18
2,레오나르도,전북,104,37,2.81
3,이동국,전북,98,33,2.97
4,로페즈,제주,94,33,2.85
5,김신욱,울산,85,38,2.24
6,케빈,인천,81,35,2.31
7,스테보,전남,79,35,2.26
8,오르샤,전남,70,33,2.12
9,아드리아노,서울,68,30,2.27
