no,name,team,goalKick,numOfGame,GoalKickPerGame
1,이명열,포철,224,30,7.47
2,김병지,현대,202,24,8.42
3,성원종,버팔,181,22,8.23
4,신의손,일화,160,30,5.33
5,차상광,유공,119,16,7.44
6,박철우,LG,116,20,5.8
7,김풍주,대우,84,11,7.64
8,김봉수,LG,77,12,6.42
9,김동훈,버팔,68,11,6.18
