no,name,team,change,numOfGame,ChangePerGame
1,노정윤,울산,23,23,1
2,정윤성,광주상,18,22,0.82
3,진순진,대구,17,17,1
3,노병준,전남,17,19,0.89
3,이진호2,울산,17,19,0.89
3,김종현,대전,17,21,0.81
3,황진성,포항,17,21,0.81
3,방승환,인천,17,22,0.77
3,남궁웅,광주상,17,23,0.74
10,남기일,성남,16,20,0.8
