no,name,team,goalKick,numOfGame,GoalKickPerGame
1,김황호,현대,136,18,7.56
1,김현태,럭금,136,21,6.48
3,김풍주,대우,133,21,6.33
4,김영호1,유공,124,13,9.54
5,조병득,할렐,122,19,6.42
6,이관호,상무,121,18,6.72
7,이주한,한일,87,14,6.21
8,박철우,포철,82,11,7.45
9,정기동,포철,59,10,5.9
