no,name,team,goalKick,numOfGame,GoalKickPerGame
1,김병지,포항,254,27,9.41
2,김태진2,대구,230,23,10
3,서동명,울산,228,25,9.12
4,조준호,부천SK,212,24,8.83
5,김용대,부산,210,23,9.13
6,최은성,대전,170,22,7.73
7,이운재,수원,163,23,7.09
8,이용발,전북,162,19,8.53
9,김영광1,전남,158,22,7.18
