no,name,team,goalKick,numOfGame,GoalKickPerGame
1,차상광,포철,212,29,7.31
2,신의손,일화,194,30,6.47
3,최인영,현대,136,24,5.67
4,유대순,유공,102,11,9.27
5,이문영,유공,98,19,5.16
6,김동훈,대우,76,12,6.33
7,성원종,대우,75,13,5.77
8,김봉수,LG,72,12,6
9,박철우,LG,58,10,5.8
