no,name,team,goalKick,numOfGame,GoalKickPerGame
1,유현,강원,274,27,10.15
2,권순태,전북,259,29,8.93
3,정성룡,성남,250,29,8.62
4,김영광1,울산,249,28,8.89
5,이운재,수원,244,25,9.76
6,김병지,경남,228,26,8.77
7,최은성,대전,223,24,9.29
8,김용대,성남,221,28,7.89
9,염동균,전남,218,22,9.91
