no,name,team,goalKick,numOfGame,GoalKickPerGame
1,김영광1,전남,211,22,9.59
2,김병지,포항,208,24,8.67
3,조준호,부천SK,197,24,8.21
4,최은성,대전,175,22,7.95
5,서동명,울산,173,24,7.21
6,김용대,부산,171,18,9.5
7,김이섭,인천,150,16,9.38
8,이운재,수원,142,17,8.35
9,김진식,대구,140,15,9.33
