no,name,team,goalKick,numOfGame,GoalKickPerGame
1,최은성,대전,247,24,10.29
1,이용발,전북,247,27,9.15
3,박종문,전남,231,27,8.56
4,신의손,안양LG,220,26,8.46
5,서동명,울산,213,26,8.19
6,김병지,포항,201,21,9.57
7,정유석,부산,197,20,9.85
8,최현,부천SK,172,18,9.56
9,이운재,수원,149,19,7.84
10,김해운,성남,116,13,8.92
