no,name,team,goalKick,numOfGame,GoalKickPerGame
1,김용대,부산,382,36,10.61
2,김병지,포항,370,43,8.6
3,서동명,울산,346,42,8.24
4,이광석,광주상,327,33,9.91
5,박종문,전남,298,33,9.03
6,최은성,대전,293,37,7.92
7,이운재,수원,275,41,6.71
8,권찬수,성남,255,22,11.59
9,한동진,부천SK,254,31,8.19
