no,name,team,goalKick,numOfGame,GoalKickPerGame
1,차상광,럭금,257,28,9.18
2,김영호1,일화,204,21,9.71
3,유대순,유공,200,22,9.09
4,조병득,포철,186,23,8.09
5,김동훈,대우,153,22,6.95
6,오연교,현대,114,19,6
7,최인영,현대,66,10,6.6
8,마르첼,일화,64,8,8
9,이문영,유공,60,8,7.5
