no,date,vs,winScore,score,end,location
1,1991.03.30,부산 아이파크 vs FC서울,1:1,Y,강릉 종합
2,1991.03.30,성남FC vs 제주 Utd,1:2,Y,강릉 종합
3,1991.03.31,포항 스틸러스 vs 울산 현대,0:0,Y,강릉 종합
4,1991.04.06,제주 Utd vs FC서울,0:0,Y,포항 스틸야드
5,1991.04.06,성남FC vs 포항 스틸러스,0:1,Y,포항 스틸야드
6,1991.04.07,울산 현대 vs 부산 아이파크,1:2,Y,포항 스틸야드
7,1991.04.13,FC서울 vs 성남FC,0:0,Y,부산 구덕
8,1991.04.13,부산 아이파크 vs 포항 스틸러스,2:0,Y,부산 구덕
9,1991.04.14,울산 현대 vs 제주 Utd,0:0,Y,부산 구덕
10,1991.04.20,부산 아이파크 vs 제주 Utd,1:0,Y,부산 구덕
11,1991.04.20,성남FC vs 울산 현대,0:2,Y,동대문
12,1991.04.20,포항 스틸러스 vs FC서울,4:3,Y,포항 스틸야드
13,1991.04.24,부산 아이파크 vs 성남FC,2:2,Y,부산 구덕
14,1991.04.27,제주 Utd vs 포항 스틸러스,0:1,Y,인천 종합
15,1991.04.27,FC서울 vs 울산 현대,0:1,Y,동대문
16,1991.05.04,FC서울 vs 부산 아이파크,3:2,Y,
17,1991.05.04,제주 Utd vs 성남FC,1:1,Y,동대문
18,1991.05.04,울산 현대 vs 포항 스틸러스,1:0,Y,
19,1991.05.08,부산 아이파크 vs 울산 현대,0:0,Y,부산 구덕
20,1991.05.08,FC서울 vs 제주 Utd,1:0,Y,동대문
21,1991.05.08,포항 스틸러스 vs 성남FC,1:0,Y,포항 스틸야드
22,1991.05.11,울산 현대 vs FC서울,3:2,Y,
23,1991.05.11,성남FC vs 부산 아이파크,0:2,Y,동대문
24,1991.05.11,포항 스틸러스 vs 제주 Utd,0:1,Y,포항 스틸야드
25,1991.05.15,FC서울 vs 포항 스틸러스,2:2,Y,동대문
26,1991.05.15,제주 Utd vs 부산 아이파크,0:0,Y,인천 종합
27,1991.05.15,울산 현대 vs 성남FC,2:0,Y,
28,1991.05.29,성남FC vs FC서울,3:1,Y,동대문
29,1991.05.29,제주 Utd vs 울산 현대,0:0,Y,동대문
30,1991.06.01,포항 스틸러스 vs FC서울,0:0,Y,포항 스틸야드
31,1991.06.01,성남FC vs 울산 현대,1:0,Y,동대문
32,1991.06.19,포항 스틸러스 vs 부산 아이파크,1:2,Y,포항 스틸야드
33,1991.06.22,성남FC vs FC서울,1:1,Y,
34,1991.06.22,제주 Utd vs 울산 현대,1:2,Y,동대문
35,1991.06.22,포항 스틸러스 vs 부산 아이파크,0:2,Y,포항 스틸야드
36,1991.06.26,울산 현대 vs 부산 아이파크,0:0,Y,
37,1991.06.26,FC서울 vs 제주 Utd,1:0,Y,동대문
38,1991.06.26,포항 스틸러스 vs 성남FC,0:0,Y,포항 스틸야드
39,1991.06.29,성남FC vs 제주 Utd,2:1,Y,동대문
40,1991.06.29,울산 현대 vs 포항 스틸러스,1:1,Y,
41,1991.06.29,부산 아이파크 vs FC서울,1:0,Y,부산 구덕
42,1991.07.03,FC서울 vs 울산 현대,0:2,Y,동대문
43,1991.07.03,부산 아이파크 vs 성남FC,1:0,Y,부산 구덕
44,1991.07.03,포항 스틸러스 vs 제주 Utd,2:1,Y,포항 스틸야드
45,1991.07.06,제주 Utd vs 부산 아이파크,1:1,Y,동대문
46,1991.07.06,FC서울 vs 포항 스틸러스,2:1,Y,동대문
47,1991.07.07,울산 현대 vs 성남FC,1:3,Y,
48,1991.07.10,성남FC vs 포항 스틸러스,1:3,Y,포항 스틸야드
49,1991.07.10,부산 아이파크 vs 울산 현대,0:0,Y,부산 구덕
50,1991.07.10,제주 Utd vs FC서울,1:0,Y,동대문
51,1991.07.13,부산 아이파크 vs 포항 스틸러스,1:0,Y,부산 구덕
52,1991.07.13,성남FC vs FC서울,1:3,Y,동대문
53,1991.07.13,울산 현대 vs 제주 Utd,0:0,Y,
54,1991.07.17,FC서울 vs 부산 아이파크,0:1,Y,동대문
55,1991.07.17,제주 Utd vs 성남FC,2:4,Y,동대문
56,1991.07.17,울산 현대 vs 포항 스틸러스,1:1,Y,
57,1991.07.20,부산 아이파크 vs 포항 스틸러스,0:0,Y,부산 구덕
58,1991.08.07,FC서울 vs 울산 현대,1:1,Y,동대문
59,1991.08.07,제주 Utd vs 포항 스틸러스,0:0,Y,동대문
60,1991.08.07,부산 아이파크 vs 성남FC,3:2,Y,부산 구덕
61,1991.08.10,성남FC vs 제주 Utd,2:2,Y,동대문
62,1991.08.10,포항 스틸러스 vs 울산 현대,0:2,Y,포항 스틸야드
63,1991.08.10,부산 아이파크 vs FC서울,2:1,Y,부산 구덕
64,1991.08.14,성남FC vs 부산 아이파크,1:2,Y,동대문
65,1991.08.14,제주 Utd vs 포항 스틸러스,2:3,Y,동대문
66,1991.08.14,울산 현대 vs FC서울,1:0,Y,
67,1991.08.17,제주 Utd vs 부산 아이파크,0:0,Y,동대문
68,1991.08.17,울산 현대 vs 성남FC,0:0,Y,
69,1991.08.17,FC서울 vs 포항 스틸러스,2:2,Y,공주
70,1991.08.21,울산 현대 vs FC서울,0:1,Y,
71,1991.08.21,성남FC vs 부산 아이파크,0:3,Y,동대문
72,1991.08.21,포항 스틸러스 vs 제주 Utd,0:0,Y,포항 스틸야드
73,1991.08.24,FC서울 vs 제주 Utd,0:0,Y,동대문
74,1991.08.25,부산 아이파크 vs 울산 현대,2:0,Y,부산 구덕
75,1991.08.28,부산 아이파크 vs 제주 Utd,0:0,Y,부산 구덕
76,1991.08.28,성남FC vs 울산 현대,4:2,Y,동대문
77,1991.08.28,포항 스틸러스 vs FC서울,2:2,Y,포항 스틸야드
78,1991.08.31,FC서울 vs 성남FC,1:2,Y,동대문
79,1991.08.31,제주 Utd vs 울산 현대,3:1,Y,
80,1991.08.31,부산 아이파크 vs 포항 스틸러스,1:0,Y,부산 구덕
81,1991.09.04,성남FC vs 포항 스틸러스,3:1,Y,동대문
82,1991.09.04,제주 Utd vs FC서울,0:1,Y,동대문
83,1991.09.04,울산 현대 vs 부산 아이파크,2:1,Y,
84,1991.09.07,FC서울 vs 부산 아이파크,1:1,Y,
