no,date,vs,winScore,score,end,location
1,2015.03.07,전북 현대 vs 성남FC,2:0,Y,전주 월드컵
2,2015.03.07,인천 Utd vs 광주FC,2:2,Y,인천 전용
3,2015.03.07,부산 아이파크 vs 대전 시티즌,1:0,Y,부산 아시아드
4,2015.03.08,전남 드래곤즈 vs 제주 Utd,1:1,Y,광양 전용
5,2015.03.08,수원 삼성 vs 포항 스틸러스,0:1,Y,수원 월드컵
6,2015.03.08,울산 현대 vs FC서울,2:0,Y,울산 문수
7,2015.03.14,FC서울 vs 전북 현대,1:2,Y,서울 월드컵
8,2015.03.14,수원 삼성 vs 인천 Utd,2:1,Y,수원 월드컵
9,2015.03.14,성남FC vs 전남 드래곤즈,0:0,Y,탄천 종합
10,2015.03.15,대전 시티즌 vs 광주FC,0:2,Y,대전 월드컵
11,2015.03.15,포항 스틸러스 vs 울산 현대,2:4,Y,포항 스틸야드
12,2015.03.15,제주 Utd vs 부산 아이파크,0:0,Y,제주 월드컵
13,2015.03.21,울산 현대 vs 전남 드래곤즈,0:0,Y,울산 문수
14,2015.03.21,부산 아이파크 vs 광주FC,2:3,Y,부산 아시아드
15,2015.03.21,제주 Utd vs 대전 시티즌,5:0,Y,제주 월드컵
16,2015.03.22,포항 스틸러스 vs FC서울,2:1,Y,포항 스틸야드
17,2015.03.22,성남FC vs 수원 삼성,1:3,Y,탄천 종합
18,2015.03.22,인천 Utd vs 전북 현대,0:0,Y,인천 전용
19,2015.04.04,FC서울 vs 제주 Utd,1:0,Y,서울 월드컵
20,2015.04.04,수원 삼성 vs 부산 아이파크,2:1,Y,수원 월드컵
21,2015.04.04,전북 현대 vs 포항 스틸러스,1:0,Y,전주 월드컵
22,2015.04.04,대전 시티즌 vs 성남FC,1:4,Y,대전 월드컵
23,2015.04.05,울산 현대 vs 광주FC,2:0,Y,울산 문수
24,2015.04.05,전남 드래곤즈 vs 인천 Utd,1:0,Y,광양 전용
25,2015.04.11,대전 시티즌 vs 울산 현대,1:1,Y,대전 월드컵
26,2015.04.11,성남FC vs 부산 아이파크,1:0,Y,탄천 종합
27,2015.04.11,제주 Utd vs 포항 스틸러스,1:0,Y,제주 월드컵
28,2015.04.12,인천 Utd vs FC서울,1:1,Y,인천 전용
29,2015.04.12,전남 드래곤즈 vs 수원 삼성,1:1,Y,광양 전용
30,2015.04.12,광주FC vs 전북 현대,2:3,Y,목포 축구센터
31,2015.04.15,부산 아이파크 vs 전북 현대,1:2,Y,부산 아시아드
32,2015.04.15,포항 스틸러스 vs 전남 드래곤즈,4:1,Y,포항 스틸야드
33,2015.04.15,울산 현대 vs 수원 삼성,1:1,Y,울산 문수
34,2015.04.15,성남FC vs 인천 Utd,0:0,Y,탄천 종합
35,2015.04.15,FC서울 vs 대전 시티즌,1:0,Y,서울 월드컵
36,2015.04.15,제주 Utd vs 광주FC,2:1,Y,제주 월드컵
37,2015.04.18,수원 삼성 vs FC서울,5:1,Y,수원 월드컵
38,2015.04.18,전북 현대 vs 제주 Utd,1:0,Y,전주 월드컵
39,2015.04.18,광주FC vs 성남FC,0:0,Y,목포 축구센터
40,2015.04.19,인천 Utd vs 울산 현대,1:1,Y,인천 전용
41,2015.04.19,부산 아이파크 vs 전남 드래곤즈,0:2,Y,부산 아시아드
42,2015.04.19,대전 시티즌 vs 포항 스틸러스,0:2,Y,대전 월드컵
43,2015.04.25,인천 Utd vs 포항 스틸러스,1:1,Y,인천 전용
44,2015.04.25,울산 현대 vs 부산 아이파크,1:1,Y,울산 문수
45,2015.04.26,성남FC vs 제주 Utd,1:1,Y,탄천 종합
46,2015.04.26,전남 드래곤즈 vs 전북 현대,2:1,Y,광양 전용
47,2015.04.26,광주FC vs FC서울,1:1,Y,목포 축구센터
48,2015.04.26,수원 삼성 vs 대전 시티즌,1:2,Y,수원 월드컵
49,2015.05.02,FC서울 vs 성남FC,1:1,Y,서울 월드컵
50,2015.05.02,전북 현대 vs 수원 삼성,2:0,Y,전주 월드컵
51,2015.05.03,대전 시티즌 vs 인천 Utd,1:2,Y,대전 월드컵
52,2015.05.03,광주FC vs 전남 드래곤즈,3:2,Y,광주 월드컵
53,2015.05.05,제주 Utd vs 울산 현대,2:1,Y,제주 월드컵
54,2015.05.05,포항 스틸러스 vs 부산 아이파크,1:2,Y,포항 스틸야드
55,2015.05.09,광주FC vs 수원 삼성,0:2,Y,광주 월드컵
56,2015.05.09,전남 드래곤즈 vs 대전 시티즌,0:0,Y,광양 전용
57,2015.05.09,인천 Utd vs 제주 Utd,1:0,Y,인천 전용
58,2015.05.10,울산 현대 vs 전북 현대,1:2,Y,울산 문수
59,2015.05.10,부산 아이파크 vs FC서울,0:1,Y,부산 아시아드
60,2015.05.10,포항 스틸러스 vs 성남FC,2:2,Y,포항 스틸야드
61,2015.05.16,수원 삼성 vs 제주 Utd,1:0,Y,수원 월드컵
62,2015.05.16,FC서울 vs 전남 드래곤즈,3:0,Y,서울 월드컵
63,2015.05.16,전북 현대 vs 대전 시티즌,2:1,Y,전주 월드컵
64,2015.05.16,성남FC vs 울산 현대,1:0,Y,탄천 종합
65,2015.05.17,광주FC vs 포항 스틸러스,0:0,Y,광주 월드컵
66,2015.05.17,부산 아이파크 vs 인천 Utd,1:2,Y,부산 아시아드
67,2015.06.10,대전 시티즌 vs FC서울,1:2,Y,대전 월드컵
68,2015.05.23,전북 현대 vs 인천 Utd,1:0,Y,전주 월드컵
69,2015.06.13,수원 삼성 vs 성남FC,1:1,Y,수원 월드컵
70,2015.05.24,광주FC vs 부산 아이파크,0:1,Y,광주 월드컵
71,2015.05.25,울산 현대 vs 포항 스틸러스,2:2,Y,울산 문수
72,2015.05.23,제주 Utd vs 전남 드래곤즈,3:2,Y,제주 월드컵
73,2015.05.30,포항 스틸러스 vs 대전 시티즌,2:1,Y,포항 스틸야드
74,2015.05.30,광주FC vs 제주 Utd,1:0,Y,광주 월드컵
75,2015.05.30,전남 드래곤즈 vs 부산 아이파크,3:1,Y,광양 전용
76,2015.05.31,성남FC vs 전북 현대,2:1,Y,탄천 종합
77,2015.05.31,인천 Utd vs 수원 삼성,1:1,Y,인천 전용
78,2015.05.31,FC서울 vs 울산 현대,0:0,Y,서울 월드컵
79,2015.06.03,부산 아이파크 vs 울산 현대,1:0,Y,부산 아시아드
80,2015.06.03,전남 드래곤즈 vs 광주FC,1:2,Y,광양 전용
81,2015.06.03,포항 스틸러스 vs 전북 현대,0:0,Y,포항 스틸야드
82,2015.06.03,대전 시티즌 vs 수원 삼성,1:2,Y,대전 월드컵
83,2015.06.03,FC서울 vs 인천 Utd,1:0,Y,서울 월드컵
84,2015.06.03,제주 Utd vs 성남FC,4:3,Y,제주 월드컵
85,2015.06.06,전북 현대 vs FC서울,1:2,Y,전주 월드컵
86,2015.06.06,대전 시티즌 vs 부산 아이파크,0:0,Y,대전 월드컵
87,2015.06.06,인천 Utd vs 전남 드래곤즈,1:2,Y,인천 전용
88,2015.06.07,울산 현대 vs 제주 Utd,2:0,Y,울산 문수
89,2015.06.07,성남FC vs 포항 스틸러스,0:2,Y,탄천 종합
90,2015.06.07,수원 삼성 vs 광주FC,0:1,Y,수원 월드컵
91,2015.06.17,전북 현대 vs 울산 현대,2:1,Y,전주 월드컵
92,2015.06.17,대전 시티즌 vs 광주FC,0:0,Y,대전 월드컵
93,2015.06.17,전남 드래곤즈 vs 성남FC,2:1,Y,광양 전용
94,2015.06.17,포항 스틸러스 vs 인천 Utd,0:2,Y,포항 스틸야드
95,2015.06.17,FC서울 vs 부산 아이파크,0:0,Y,서울 월드컵
96,2015.06.17,제주 Utd vs 수원 삼성,3:4,Y,제주 월드컵
97,2015.06.20,부산 아이파크 vs 포항 스틸러스,1:2,Y,부산 아시아드
98,2015.06.20,전남 드래곤즈 vs FC서울,2:0,Y,광양 전용
99,2015.06.20,성남FC vs 광주FC,1:1,Y,탄천 종합
100,2015.06.21,울산 현대 vs 인천 Utd,1:1,Y,울산 문수
101,2015.06.21,수원 삼성 vs 전북 현대,2:2,Y,수원 월드컵
102,2015.06.21,대전 시티즌 vs 제주 Utd,2:2,Y,대전 월드컵
103,2015.06.27,포항 스틸러스 vs 광주FC,2:1,Y,포항 스틸야드
104,2015.06.27,울산 현대 vs 성남FC,0:1,Y,울산 문수
105,2015.06.27,부산 아이파크 vs 제주 Utd,1:3,Y,부산 아시아드
106,2015.06.27,FC서울 vs 수원 삼성,0:0,Y,서울 월드컵
107,2015.06.28,인천 Utd vs 대전 시티즌,2:0,Y,인천 전용
108,2015.06.28,전북 현대 vs 전남 드래곤즈,2:2,Y,전주 월드컵
109,2015.07.01,인천 Utd vs 광주FC,1:0,Y,인천 전용
110,2015.07.01,전북 현대 vs 부산 아이파크,2:1,Y,전주 월드컵
111,2015.07.01,전남 드래곤즈 vs 포항 스틸러스,0:0,Y,광양 전용
112,2015.07.01,수원 삼성 vs 울산 현대,3:1,Y,수원 월드컵
113,2015.07.01,성남FC vs 대전 시티즌,3:1,Y,탄천 종합
114,2015.07.01,제주 Utd vs FC서울,2:4,Y,제주 월드컵
115,2015.07.04,포항 스틸러스 vs 수원 삼성,0:1,Y,포항 스틸야드
116,2015.07.04,부산 아이파크 vs 성남FC,0:1,Y,부산 아시아드
117,2015.07.04,제주 Utd vs 인천 Utd,0:0,Y,제주 월드컵
118,2015.07.05,FC서울 vs 광주FC,1:1,Y,서울 월드컵
119,2015.07.05,전남 드래곤즈 vs 울산 현대,2:1,Y,광양 전용
120,2015.07.05,대전 시티즌 vs 전북 현대,3:4,Y,대전 월드컵
121,2015.07.08,전북 현대 vs 광주FC,1:1,Y,전주 월드컵
122,2015.07.08,수원 삼성 vs 전남 드래곤즈,1:0,Y,수원 월드컵
123,2015.07.08,성남FC vs FC서울,1:1,Y,탄천 종합
124,2015.07.08,울산 현대 vs 대전 시티즌,4:1,Y,울산 문수
125,2015.07.08,포항 스틸러스 vs 제주 Utd,3:4,Y,포항 스틸야드
126,2015.07.08,인천 Utd vs 부산 아이파크,3:1,Y,인천 전용
127,2015.07.11,제주 Utd vs 전북 현대,0:3,Y,제주 월드컵
128,2015.07.11,울산 현대 vs 광주FC,0:1,Y,울산 문수
129,2015.07.11,FC서울 vs 포항 스틸러스,1:3,Y,서울 월드컵
130,2015.07.12,인천 Utd vs 성남FC,0:1,Y,인천 전용
131,2015.07.12,대전 시티즌 vs 전남 드래곤즈,2:3,Y,대전 월드컵
132,2015.07.12,부산 아이파크 vs 수원 삼성,1:1,Y,부산 아시아드
133,2015.07.25,FC서울 vs 인천 Utd,2:0,Y,서울 월드컵
134,2015.07.25,울산 현대 vs 성남FC,0:0,Y,울산 문수
135,2015.07.25,포항 스틸러스 vs 광주FC,0:0,Y,포항 스틸야드
136,2015.07.26,전북 현대 vs 수원 삼성,2:1,Y,전주 월드컵
137,2015.07.26,부산 아이파크 vs 대전 시티즌,2:1,Y,부산 아시아드
138,2015.07.26,전남 드래곤즈 vs 제주 Utd,3:1,Y,광양 전용
139,2015.08.12,광주FC vs 전남 드래곤즈,0:0,Y,광주 월드컵
140,2015.08.12,전북 현대 vs 부산 아이파크,2:0,Y,전주 월드컵
141,2015.08.12,인천 Utd vs 포항 스틸러스,0:2,Y,인천 전용
142,2015.08.12,수원 삼성 vs 대전 시티즌,2:1,Y,수원 월드컵
143,2015.08.12,성남FC vs 제주 Utd,1:1,Y,탄천 종합
144,2015.08.12,울산 현대 vs FC서울,1:2,Y,울산 문수
145,2015.08.15,대전 시티즌 vs 성남FC,0:2,Y,대전 월드컵
146,2015.08.15,포항 스틸러스 vs 전북 현대,3:0,Y,포항 스틸야드
147,2015.08.15,전남 드래곤즈 vs 인천 Utd,0:2,Y,광양 전용
148,2015.09.28,FC서울 vs 광주FC,3:1,Y,서울 월드컵
149,2015.08.16,부산 아이파크 vs 울산 현대,2:2,Y,부산 아시아드
150,2015.08.16,제주 Utd vs 수원 삼성,2:4,Y,제주 월드컵
151,2015.08.19,부산 아이파크 vs FC서울,2:4,Y,부산 아시아드
152,2015.08.19,전북 현대 vs 전남 드래곤즈,2:1,Y,전주 월드컵
153,2015.08.19,인천 Utd vs 제주 Utd,1:0,Y,인천 전용
154,2015.08.19,울산 현대 vs 포항 스틸러스,1:1,Y,울산 문수
155,2015.08.19,광주FC vs 대전 시티즌,1:2,Y,광주 월드컵
156,2015.08.19,수원 삼성 vs 성남FC,0:1,Y,수원 월드컵
157,2015.08.22,수원 삼성 vs 울산 현대,3:1,Y,수원 월드컵
158,2015.08.22,FC서울 vs 대전 시티즌,2:0,Y,서울 월드컵
159,2015.08.22,성남FC vs 부산 아이파크,1:0,Y,탄천 종합
160,2015.08.22,전북 현대 vs 인천 Utd,0:1,Y,전주 월드컵
161,2015.08.23,광주FC vs 제주 Utd,0:1,Y,광주 월드컵
162,2015.08.23,전남 드래곤즈 vs 포항 스틸러스,0:0,Y,광양 전용
163,2015.08.29,인천 Utd vs 대전 시티즌,2:1,Y,인천 전용
164,2015.08.29,광주FC vs 울산 현대,1:2,Y,광주 월드컵
165,2015.08.29,부산 아이파크 vs 전남 드래곤즈,1:1,Y,부산 아시아드
166,2015.08.30,성남FC vs 전북 현대,0:1,Y,탄천 종합
167,2015.08.29,제주 Utd vs FC서울,2:1,Y,제주 월드컵
168,2015.08.30,포항 스틸러스 vs 수원 삼성,0:0,Y,포항 스틸야드
169,2015.09.09,전남 드래곤즈 vs 성남FC,1:1,Y,광양 전용
170,2015.09.09,부산 아이파크 vs 수원 삼성,2:2,Y,부산 아시아드
171,2015.09.09,울산 현대 vs 전북 현대,2:0,Y,울산 문수
172,2015.09.09,FC서울 vs 포항 스틸러스,0:0,Y,서울 월드컵
173,2015.09.09,광주FC vs 인천 Utd,1:0,Y,광주 월드컵
174,2015.09.09,대전 시티즌 vs 제주 Utd,2:4,Y,대전 월드컵
175,2015.09.12,전북 현대 vs FC서울,3:0,Y,전주 월드컵
176,2015.09.12,포항 스틸러스 vs 성남FC,2:1,Y,포항 스틸야드
177,2015.09.12,수원 삼성 vs 인천 Utd,1:0,Y,수원 월드컵
178,2015.09.13,제주 Utd vs 울산 현대,2:2,Y,제주 월드컵
179,2015.09.13,광주FC vs 부산 아이파크,0:0,Y,광주 월드컵
180,2015.09.13,전남 드래곤즈 vs 대전 시티즌,1:1,Y,광양 전용
181,2015.09.19,인천 Utd vs 부산 아이파크,2:1,Y,인천 전용
182,2015.09.19,울산 현대 vs 전남 드래곤즈,3:2,Y,울산 문수
183,2015.09.19,제주 Utd vs 포항 스틸러스,0:1,Y,제주 월드컵
184,2015.09.19,성남FC vs 광주FC,2:1,Y,탄천 종합
185,2015.09.19,수원 삼성 vs FC서울,0:3,Y,수원 월드컵
186,2015.09.20,전북 현대 vs 대전 시티즌,3:1,Y,전주 월드컵
187,2015.09.23,전남 드래곤즈 vs 수원 삼성,0:2,Y,광양 전용
188,2015.09.23,광주FC vs 전북 현대,1:2,Y,광주 월드컵
189,2015.09.23,부산 아이파크 vs 제주 Utd,0:2,Y,부산 아시아드
190,2015.09.23,대전 시티즌 vs 포항 스틸러스,0:1,Y,대전 월드컵
191,2015.09.23,FC서울 vs 성남FC,0:1,Y,서울 월드컵
192,2015.09.23,인천 Utd vs 울산 현대,1:2,Y,인천 전용
193,2015.10.04,포항 스틸러스 vs 부산 아이파크,2:0,Y,포항 스틸야드
194,2015.10.04,대전 시티즌 vs 울산 현대,0:0,Y,대전 월드컵
195,2015.10.04,성남FC vs 인천 Utd,1:0,Y,탄천 종합
196,2015.10.04,FC서울 vs 전남 드래곤즈,3:2,Y,서울 월드컵
197,2015.10.04,광주FC vs 수원 삼성,2:4,Y,광주 월드컵
198,2015.10.04,제주 Utd vs 전북 현대,3:2,Y,제주 월드컵
199,2015.10.17,전북 현대 vs 포항 스틸러스,0:1,Y,전주 월드컵
200,2015.10.18,수원 삼성 vs 제주 Utd,0:1,Y,수원 월드컵
201,2015.10.18,성남FC vs FC서울,1:2,Y,탄천 종합
202,2015.10.17,부산 아이파크 vs 광주FC,0:1,Y,부산 아시아드
203,2015.10.17,인천 Utd vs 울산 현대,2:2,Y,인천 전용
204,2015.10.18,대전 시티즌 vs 전남 드래곤즈,1:0,Y,대전 월드컵
205,2015.10.24,포항 스틸러스 vs 제주 Utd,2:1,Y,포항 스틸야드
206,2015.10.24,성남FC vs 수원 삼성,0:0,Y,탄천 종합
207,2015.10.25,FC서울 vs 전북 현대,0:0,Y,서울 월드컵
208,2015.10.24,대전 시티즌 vs 부산 아이파크,2:1,Y,대전 월드컵
209,2015.10.25,전남 드래곤즈 vs 울산 현대,2:5,Y,광양 전용
210,2015.10.25,광주FC vs 인천 Utd,0:0,Y,광주 월드컵
211,2015.11.07,FC서울 vs 수원 삼성,4:3,Y,서울 월드컵
212,2015.11.08,제주 Utd vs 전북 현대,0:1,Y,제주 월드컵
213,2015.11.08,포항 스틸러스 vs 성남FC,0:0,Y,포항 스틸야드
214,2015.11.07,전남 드래곤즈 vs 광주FC,2:1,Y,광양 전용
215,2015.11.07,울산 현대 vs 대전 시티즌,2:1,Y,울산 문수
216,2015.11.08,인천 Utd vs 부산 아이파크,0:0,Y,인천 전용
217,2015.11.21,전북 현대 vs 성남FC,1:1,Y,전주 월드컵
218,2015.11.21,제주 Utd vs FC서울,1:1,Y,제주 월드컵
219,2015.11.22,수원 삼성 vs 포항 스틸러스,2:1,Y,수원 월드컵
220,2015.11.21,대전 시티즌 vs 인천 Utd,0:2,Y,대전 월드컵
221,2015.11.22,광주FC vs 울산 현대,0:1,Y,광주 월드컵
222,2015.11.22,부산 아이파크 vs 전남 드래곤즈,1:1,Y,부산 구덕
223,2015.11.29,수원 삼성 vs 전북 현대,2:1,Y,수원 월드컵
224,2015.11.29,포항 스틸러스 vs FC서울,2:1,Y,포항 스틸야드
225,2015.11.29,성남FC vs 제주 Utd,2:1,Y,탄천 종합
226,2015.11.28,광주FC vs 대전 시티즌,2:1,Y,광주 월드컵
227,2015.11.28,인천 Utd vs 전남 드래곤즈,0:1,Y,인천 전용
